project_id,task_id,task_type,planned_duration_days,actual_duration_days,violation,delay_cause,contractor_past_delay_rate,is_monsoon_period,grace_period_days,material_supply_delay,preceding_task_delayed,task_sequence_index,penalty_per_day_inr,delay_days,penalty_amount_inr
PROJ_REAL_20.0,PROJ_REAL_20.0_24,management_and_organization,60,76.0,1,Management and Organization,0.77288704857383,0,0,0,0,24,25000,16.0,400000.0
PROJ_REAL_21.0,PROJ_REAL_21.0_24,management_and_organization,60,76.0,1,Management and Organization,1.0,0,5,0,1,24,25000,16.0,400000.0
PROJ_REAL_22.0,PROJ_REAL_22.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5415522142740892,0,1,0,0,24,15000,12.0,180000.0
PROJ_REAL_23.0,PROJ_REAL_23.0_24,management_and_organization,60,72.0,1,Management and Organization,0.4781171712876761,0,4,0,1,24,5000,12.0,60000.0
PROJ_REAL_24.0,PROJ_REAL_24.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6264474436881754,0,6,0,0,24,20000,12.0,240000.0
PROJ_REAL_25.0,PROJ_REAL_25.0_24,management_and_organization,60,76.0,1,Management and Organization,0.6032215125356959,0,6,0,0,24,15000,16.0,240000.0
PROJ_REAL_26.0,PROJ_REAL_26.0_24,management_and_organization,60,64.0,0,Management and Organization,0.2570001516340752,0,2,0,1,24,15000,4.0,0.0
PROJ_REAL_27.0,PROJ_REAL_27.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6952936382690331,0,5,0,0,24,15000,12.0,180000.0
PROJ_REAL_28.0,PROJ_REAL_28.0_24,management_and_organization,60,68.0,0,Management and Organization,0.6157183158468637,0,7,0,0,24,25000,8.0,0.0
PROJ_REAL_29.0,PROJ_REAL_29.0_24,management_and_organization,60,68.0,0,Management and Organization,0.33422805160612024,0,0,0,0,24,5000,8.0,0.0
PROJ_REAL_30.0,PROJ_REAL_30.0_24,management_and_organization,60,72.0,1,Management and Organization,0.536154027699759,0,4,0,1,24,10000,12.0,120000.0
PROJ_REAL_31.0,PROJ_REAL_31.0_24,management_and_organization,60,68.0,0,Management and Organization,0.4899430575989373,0,7,0,0,24,10000,8.0,0.0
PROJ_REAL_32.0,PROJ_REAL_32.0_24,management_and_organization,60,68.0,0,Management and Organization,0.3442823221213589,0,3,0,1,24,20000,8.0,0.0
PROJ_REAL_33.0,PROJ_REAL_33.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6495757349786027,0,3,0,1,24,15000,12.0,180000.0
PROJ_REAL_34.0,PROJ_REAL_34.0_24,management_and_organization,60,72.0,1,Management and Organization,0.545658428219017,0,0,0,1,24,5000,12.0,60000.0
PROJ_REAL_35.0,PROJ_REAL_35.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7507165859316192,0,0,0,0,24,20000,16.0,320000.0
PROJ_REAL_36.0,PROJ_REAL_36.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5567541003867451,0,7,0,0,24,25000,12.0,300000.0
PROJ_REAL_37.0,PROJ_REAL_37.0_24,management_and_organization,60,72.0,1,Management and Organization,0.4740169060578554,0,1,0,0,24,10000,12.0,120000.0
PROJ_REAL_38.0,PROJ_REAL_38.0_24,management_and_organization,60,72.0,1,Management and Organization,0.49057312790455493,0,5,0,0,24,20000,12.0,240000.0
PROJ_REAL_39.0,PROJ_REAL_39.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7370610259862607,0,2,0,0,24,25000,16.0,400000.0
PROJ_REAL_40.0,PROJ_REAL_40.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6410307394920529,0,7,0,0,24,5000,12.0,60000.0
PROJ_REAL_41.0,PROJ_REAL_41.0_24,management_and_organization,60,76.0,1,Management and Organization,0.6547243974349226,0,3,0,1,24,20000,16.0,320000.0
PROJ_REAL_42.0,PROJ_REAL_42.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5742218537510614,0,6,0,0,24,5000,12.0,60000.0
PROJ_REAL_43.0,PROJ_REAL_43.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7640443273173455,0,1,0,0,24,25000,16.0,400000.0
PROJ_REAL_44.0,PROJ_REAL_44.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8095869651206128,0,0,0,1,24,10000,16.0,160000.0
PROJ_REAL_45.0,PROJ_REAL_45.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7744863843117077,0,2,0,1,24,25000,16.0,400000.0
PROJ_REAL_46.0,PROJ_REAL_46.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7131605958067466,0,0,0,0,24,20000,16.0,320000.0
PROJ_REAL_47.0,PROJ_REAL_47.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6356227880302737,0,1,0,1,24,10000,12.0,120000.0
PROJ_REAL_48.0,PROJ_REAL_48.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6968284588286684,0,7,0,1,24,20000,12.0,240000.0
PROJ_REAL_49.0,PROJ_REAL_49.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6082430891509064,0,7,0,0,24,20000,12.0,240000.0
PROJ_REAL_50.0,PROJ_REAL_50.0_24,management_and_organization,60,80.0,1,Management and Organization,0.854683838341957,0,2,0,1,24,20000,20.0,400000.0
PROJ_REAL_51.0,PROJ_REAL_51.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5153935958957874,0,0,0,0,24,10000,12.0,120000.0
PROJ_REAL_52.0,PROJ_REAL_52.0_24,management_and_organization,60,80.0,1,Management and Organization,0.8778995081857813,0,4,0,0,24,10000,20.0,200000.0
PROJ_REAL_53.0,PROJ_REAL_53.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6140667916482987,0,6,0,0,24,5000,12.0,60000.0
PROJ_REAL_54.0,PROJ_REAL_54.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8238049205619111,0,4,0,1,24,5000,16.0,80000.0
PROJ_REAL_55.0,PROJ_REAL_55.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6936662715106459,0,1,0,1,24,15000,12.0,180000.0
PROJ_REAL_56.0,PROJ_REAL_56.0_24,management_and_organization,60,68.0,0,Management and Organization,0.2906718928589999,0,5,0,0,24,20000,8.0,0.0
PROJ_REAL_57.0,PROJ_REAL_57.0_24,management_and_organization,60,76.0,1,Management and Organization,0.721885424541606,0,3,0,1,24,10000,16.0,160000.0
PROJ_REAL_58.0,PROJ_REAL_58.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6052056211826491,0,0,0,0,24,25000,12.0,300000.0
PROJ_REAL_59.0,PROJ_REAL_59.0_24,management_and_organization,60,72.0,1,Management and Organization,0.7683777177555224,0,3,0,0,24,5000,12.0,60000.0
PROJ_REAL_60.0,PROJ_REAL_60.0_24,management_and_organization,60,76.0,1,Management and Organization,0.6589204496295954,0,7,0,1,24,5000,16.0,80000.0
PROJ_REAL_61.0,PROJ_REAL_61.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7160448363643744,0,4,0,0,24,15000,16.0,240000.0
PROJ_REAL_62.0,PROJ_REAL_62.0_24,management_and_organization,60,72.0,1,Management and Organization,0.4909664095227429,0,1,0,0,24,15000,12.0,180000.0
PROJ_REAL_63.0,PROJ_REAL_63.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6292492099509917,0,4,0,1,24,10000,12.0,120000.0
PROJ_REAL_64.0,PROJ_REAL_64.0_24,management_and_organization,60,68.0,0,Management and Organization,0.4187164527670851,0,6,0,0,24,25000,8.0,0.0
PROJ_REAL_65.0,PROJ_REAL_65.0_24,management_and_organization,60,80.0,1,Management and Organization,1.0,0,3,0,0,24,20000,20.0,400000.0
PROJ_REAL_66.0,PROJ_REAL_66.0_24,management_and_organization,60,80.0,1,Management and Organization,1.0,0,3,0,0,24,25000,20.0,500000.0
PROJ_REAL_67.0,PROJ_REAL_67.0_24,management_and_organization,60,80.0,1,Management and Organization,1.0,0,7,0,0,24,15000,20.0,300000.0
PROJ_REAL_68.0,PROJ_REAL_68.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7428635344498844,0,4,0,1,24,15000,16.0,240000.0
PROJ_REAL_69.0,PROJ_REAL_69.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5367973094078631,0,3,0,0,24,20000,12.0,240000.0
PROJ_REAL_70.0,PROJ_REAL_70.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8703431257181302,0,3,0,0,24,15000,16.0,240000.0
PROJ_REAL_71.0,PROJ_REAL_71.0_24,management_and_organization,60,72.0,1,Management and Organization,0.373710683487413,0,6,0,0,24,20000,12.0,240000.0
PROJ_REAL_72.0,PROJ_REAL_72.0_23,management_and_organization,60,72.0,1,Management and Organization,0.5410806468217253,0,6,0,1,23,25000,12.0,300000.0
PROJ_REAL_73.0,PROJ_REAL_73.0_24,management_and_organization,60,80.0,1,Management and Organization,0.9410179724505194,0,7,0,0,24,25000,20.0,500000.0
PROJ_REAL_74.0,PROJ_REAL_74.0_24,management_and_organization,60,80.0,1,Management and Organization,0.9173404524087643,0,4,0,0,24,5000,20.0,100000.0
PROJ_REAL_75.0,PROJ_REAL_75.0_24,management_and_organization,60,80.0,1,Management and Organization,0.9699756537519069,0,1,0,0,24,25000,20.0,500000.0
PROJ_REAL_76.0,PROJ_REAL_76.0_24,management_and_organization,60,68.0,0,Management and Organization,0.3960231835980898,0,5,0,0,24,15000,8.0,0.0
PROJ_REAL_77.0,PROJ_REAL_77.0_24,management_and_organization,60,80.0,1,Management and Organization,0.9257923510636366,0,4,0,1,24,15000,20.0,300000.0
PROJ_REAL_78.0,PROJ_REAL_78.0_24,management_and_organization,60,76.0,1,Management and Organization,0.761933198120602,0,0,0,0,24,5000,16.0,80000.0
PROJ_REAL_79.0,PROJ_REAL_79.0_24,management_and_organization,60,68.0,0,Management and Organization,0.3307980630359761,0,2,0,0,24,10000,8.0,0.0
PROJ_REAL_80.0,PROJ_REAL_80.0_24,management_and_organization,60,76.0,1,Management and Organization,0.9525697017486481,0,7,0,0,24,10000,16.0,160000.0
PROJ_REAL_81.0,PROJ_REAL_81.0_24,management_and_organization,60,76.0,1,Management and Organization,0.733210074944709,0,6,0,0,24,20000,16.0,320000.0
PROJ_REAL_82.0,PROJ_REAL_82.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6492661396278304,0,3,0,0,24,15000,12.0,180000.0
PROJ_REAL_83.0,PROJ_REAL_83.0_24,management_and_organization,60,80.0,1,Management and Organization,0.8642188936762389,0,7,0,0,24,20000,20.0,400000.0
PROJ_REAL_84.0,PROJ_REAL_84.0_24,management_and_organization,60,64.0,0,Management and Organization,0.236627028748615,0,1,0,0,24,5000,4.0,0.0
PROJ_REAL_85.0,PROJ_REAL_85.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5372887072475763,0,4,0,0,24,5000,12.0,60000.0
PROJ_REAL_86.0,PROJ_REAL_86.0_24,management_and_organization,60,76.0,1,Management and Organization,0.6045559690774707,0,2,0,1,24,15000,16.0,240000.0
PROJ_REAL_87.0,PROJ_REAL_87.0_24,management_and_organization,60,76.0,1,Management and Organization,0.779761156070527,0,1,0,0,24,20000,16.0,320000.0
PROJ_REAL_88.0,PROJ_REAL_88.0_24,management_and_organization,60,80.0,1,Management and Organization,1.0,0,7,0,1,24,25000,20.0,500000.0
PROJ_REAL_89.0,PROJ_REAL_89.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7344740039997241,0,1,0,1,24,15000,16.0,240000.0
PROJ_REAL_90.0,PROJ_REAL_90.0_24,management_and_organization,60,80.0,1,Management and Organization,0.9166825163800312,0,7,0,0,24,25000,20.0,500000.0
PROJ_REAL_91.0,PROJ_REAL_91.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8534275769167383,0,0,0,0,24,10000,16.0,160000.0
PROJ_REAL_92.0,PROJ_REAL_92.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8949669678411561,0,6,0,0,24,20000,16.0,320000.0
PROJ_REAL_93.0,PROJ_REAL_93.0_24,management_and_organization,60,72.0,1,Management and Organization,0.4521532136193937,0,1,0,1,24,5000,12.0,60000.0
PROJ_REAL_94.0,PROJ_REAL_94.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6683546163085957,0,2,0,0,24,25000,12.0,300000.0
PROJ_REAL_95.0,PROJ_REAL_95.0_24,management_and_organization,60,76.0,1,Management and Organization,0.9539201547713693,0,4,0,0,24,5000,16.0,80000.0
PROJ_REAL_96.0,PROJ_REAL_96.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6249308187791216,0,0,0,0,24,5000,12.0,60000.0
PROJ_REAL_97.0,PROJ_REAL_97.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5746298049167299,0,2,0,1,24,15000,12.0,180000.0
PROJ_REAL_98.0,PROJ_REAL_98.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7942260721030483,0,1,0,1,24,10000,16.0,160000.0
PROJ_REAL_99.0,PROJ_REAL_99.0_24,management_and_organization,60,72.0,1,Management and Organization,0.647979485214893,0,6,0,1,24,25000,12.0,300000.0
PROJ_REAL_100.0,PROJ_REAL_100.0_24,management_and_organization,60,68.0,0,Management and Organization,0.4976617500239712,0,2,0,0,24,5000,8.0,0.0
PROJ_REAL_101.0,PROJ_REAL_101.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8063833887498242,0,0,0,0,24,20000,16.0,320000.0
PROJ_REAL_102.0,PROJ_REAL_102.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5549410108674842,0,1,0,0,24,25000,12.0,300000.0
PROJ_REAL_103.0,PROJ_REAL_103.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8245496285007311,0,5,0,0,24,20000,16.0,320000.0
PROJ_REAL_104.0,PROJ_REAL_104.0_24,management_and_organization,60,76.0,1,Management and Organization,0.789412190078172,0,5,0,0,24,20000,16.0,320000.0
PROJ_REAL_105.0,PROJ_REAL_105.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5992782093293495,0,6,0,1,24,25000,12.0,300000.0
PROJ_REAL_106.0,PROJ_REAL_106.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7878193371760452,0,5,0,0,24,20000,16.0,320000.0
PROJ_REAL_107.0,PROJ_REAL_107.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6536629621826754,0,7,0,0,24,5000,12.0,60000.0
PROJ_REAL_108.0,PROJ_REAL_108.0_24,management_and_organization,60,68.0,0,Management and Organization,0.3431847384497952,0,4,0,0,24,10000,8.0,0.0
PROJ_REAL_109.0,PROJ_REAL_109.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7523914764897998,0,0,0,0,24,15000,16.0,240000.0
PROJ_REAL_110.0,PROJ_REAL_110.0_24,management_and_organization,60,68.0,0,Management and Organization,0.32381200839054153,0,6,0,1,24,15000,8.0,0.0
PROJ_REAL_111.0,PROJ_REAL_111.0_24,management_and_organization,60,76.0,1,Management and Organization,1.0,0,0,0,0,24,5000,16.0,80000.0
PROJ_REAL_112.0,PROJ_REAL_112.0_24,management_and_organization,60,76.0,1,Management and Organization,0.6487406188822895,0,1,0,1,24,15000,16.0,240000.0
PROJ_REAL_113.0,PROJ_REAL_113.0_24,management_and_organization,60,64.0,0,Management and Organization,0.40041153436736016,0,6,0,1,24,10000,4.0,0.0
PROJ_REAL_114.0,PROJ_REAL_114.0_24,management_and_organization,60,68.0,0,Management and Organization,0.3115631644609403,0,3,0,0,24,10000,8.0,0.0
PROJ_REAL_115.0,PROJ_REAL_115.0_23,management_and_organization,60,72.0,1,Management and Organization,0.6027159067428178,0,4,0,0,23,5000,12.0,60000.0
PROJ_REAL_116.0,PROJ_REAL_116.0_24,management_and_organization,60,76.0,1,Management and Organization,0.6621770876117368,0,4,0,0,24,15000,16.0,240000.0
PROJ_REAL_117.0,PROJ_REAL_117.0_24,management_and_organization,60,68.0,0,Management and Organization,0.4794207238421915,0,4,0,0,24,25000,8.0,0.0
PROJ_REAL_118.0,PROJ_REAL_118.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7351721789280493,0,3,0,0,24,5000,16.0,80000.0
PROJ_REAL_119.0,PROJ_REAL_119.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7370452716232103,0,1,0,0,24,20000,16.0,320000.0
PROJ_REAL_120.0,PROJ_REAL_120.0_24,management_and_organization,60,76.0,1,Management and Organization,0.9136231218575905,0,1,0,0,24,5000,16.0,80000.0
PROJ_REAL_121.0,PROJ_REAL_121.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6822746766979514,0,2,0,1,24,10000,12.0,120000.0
PROJ_REAL_122.0,PROJ_REAL_122.0_24,management_and_organization,60,64.0,0,Management and Organization,0.24100310210828776,0,1,0,0,24,25000,4.0,0.0
PROJ_REAL_123.0,PROJ_REAL_123.0_24,management_and_organization,60,68.0,0,Management and Organization,0.5025145512969071,0,7,0,0,24,5000,8.0,0.0
PROJ_REAL_124.0,PROJ_REAL_124.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8647454298164331,0,0,0,1,24,25000,16.0,400000.0
PROJ_REAL_125.0,PROJ_REAL_125.0_24,management_and_organization,60,76.0,1,Management and Organization,0.8257804820394327,0,5,0,0,24,20000,16.0,320000.0
PROJ_REAL_126.0,PROJ_REAL_126.0_24,management_and_organization,60,68.0,0,Management and Organization,0.3966195226758505,0,2,0,1,24,20000,8.0,0.0
PROJ_REAL_127.0,PROJ_REAL_127.0_24,management_and_organization,60,64.0,0,Management and Organization,0.22173340848389733,0,6,0,1,24,15000,4.0,0.0
PROJ_REAL_128.0,PROJ_REAL_128.0_23,management_and_organization,60,72.0,1,Management and Organization,0.6847506544388176,0,4,0,0,23,20000,12.0,240000.0
PROJ_REAL_129.0,PROJ_REAL_129.0_24,management_and_organization,60,72.0,1,Management and Organization,0.688280988690016,0,4,0,1,24,15000,12.0,180000.0
PROJ_REAL_130.0,PROJ_REAL_130.0_24,management_and_organization,60,72.0,1,Management and Organization,0.76629546056338,0,2,0,0,24,20000,12.0,240000.0
PROJ_REAL_131.0,PROJ_REAL_131.0_24,management_and_organization,60,76.0,1,Management and Organization,0.6413681268480702,0,1,0,0,24,5000,16.0,80000.0
PROJ_REAL_132.0,PROJ_REAL_132.0_24,management_and_organization,60,68.0,0,Management and Organization,0.37418137234887694,0,0,0,0,24,5000,8.0,0.0
PROJ_REAL_133.0,PROJ_REAL_133.0_24,management_and_organization,60,68.0,0,Management and Organization,0.2775151505586214,0,1,0,0,24,20000,8.0,0.0
PROJ_REAL_134.0,PROJ_REAL_134.0_24,management_and_organization,60,80.0,1,Management and Organization,0.9566434282113968,0,7,0,0,24,25000,20.0,500000.0
PROJ_REAL_135.0,PROJ_REAL_135.0_23,management_and_organization,60,72.0,1,Management and Organization,0.6294123182307506,0,6,0,0,23,20000,12.0,240000.0
PROJ_REAL_136.0,PROJ_REAL_136.0_24,management_and_organization,60,72.0,1,Management and Organization,0.4196070216488288,0,4,0,0,24,20000,12.0,240000.0
PROJ_REAL_137.0,PROJ_REAL_137.0_24,management_and_organization,60,76.0,1,Management and Organization,0.7716661995941803,0,2,0,0,24,25000,16.0,400000.0
PROJ_REAL_138.0,PROJ_REAL_138.0_24,management_and_organization,60,72.0,1,Management and Organization,0.6084047736019622,0,0,0,0,24,20000,12.0,240000.0
PROJ_REAL_139.0,PROJ_REAL_139.0_24,management_and_organization,60,80.0,1,Management and Organization,0.951332955191346,0,7,0,0,24,25000,20.0,500000.0
PROJ_REAL_140.0,PROJ_REAL_140.0_24,management_and_organization,60,80.0,1,Management and Organization,1.0,0,1,0,0,24,15000,20.0,300000.0
PROJ_REAL_141.0,PROJ_REAL_141.0_24,management_and_organization,60,72.0,1,Management and Organization,0.585296670325639,0,7,0,0,24,5000,12.0,60000.0
PROJ_REAL_142.0,PROJ_REAL_142.0_24,management_and_organization,60,72.0,1,Management and Organization,0.5639003089741438,0,4,0,0,24,25000,12.0,300000.0
PROJ_REAL_143.0,PROJ_REAL_143.0_24,management_and_organization,60,68.0,0,Management and Organization,0.4298460788945646,0,5,0,1,24,10000,8.0,0.0
PROJ_REAL_1.0,PROJ_REAL_1.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.5192338142852058,0,1,0,0,25,15000,8.0,0.0
PROJ_REAL_2.0,PROJ_REAL_2.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.730196036067383,0,7,0,0,25,20000,12.0,240000.0
PROJ_REAL_3.0,PROJ_REAL_3.0_25,management_and_organization_.1,60,64.0,0,Management and Organization .1,0.17137699971189285,0,3,0,0,25,15000,4.0,0.0
PROJ_REAL_4.0,PROJ_REAL_4.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.20478145565053063,0,5,0,0,25,25000,8.0,0.0
PROJ_REAL_5.0,PROJ_REAL_5.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5147711660111061,0,6,0,0,25,10000,12.0,120000.0
PROJ_REAL_6.0,PROJ_REAL_6.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.3605540394191479,0,1,0,1,25,15000,8.0,0.0
PROJ_REAL_7.0,PROJ_REAL_7.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.48073376348168384,0,1,0,0,25,20000,8.0,0.0
PROJ_REAL_8.0,PROJ_REAL_8.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.2950905799083908,0,1,0,0,25,25000,8.0,0.0
PROJ_REAL_9.0,PROJ_REAL_9.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.47723693947940204,0,5,0,0,25,5000,8.0,0.0
PROJ_REAL_10.0,PROJ_REAL_10.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.5527449411949172,0,5,0,0,25,5000,8.0,0.0
PROJ_REAL_11.0,PROJ_REAL_11.0_25,management_and_organization_.1,60,64.0,0,Management and Organization .1,0.18577141815866482,0,2,0,0,25,5000,4.0,0.0
PROJ_REAL_12.0,PROJ_REAL_12.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5922385247238916,0,3,0,0,25,15000,12.0,180000.0
PROJ_REAL_13.0,PROJ_REAL_13.0_25,management_and_organization_.1,60,80.0,1,Management and Organization .1,0.9874299212138743,0,3,0,0,25,25000,20.0,500000.0
PROJ_REAL_14.0,PROJ_REAL_14.0_25,management_and_organization_.1,60,76.0,1,Management and Organization .1,0.7940647286002955,0,2,0,1,25,25000,16.0,400000.0
PROJ_REAL_15.0,PROJ_REAL_15.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.6793915376717539,0,6,0,0,25,15000,12.0,180000.0
PROJ_REAL_16.0,PROJ_REAL_16.0_25,management_and_organization_.1,60,64.0,0,Management and Organization .1,0.05257005486656402,0,1,0,0,25,15000,4.0,0.0
PROJ_REAL_17.0,PROJ_REAL_17.0_25,management_and_organization_.1,60,76.0,1,Management and Organization .1,0.8429030820833575,0,5,0,1,25,20000,16.0,320000.0
PROJ_REAL_18.0,PROJ_REAL_18.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.7520537072727158,0,2,0,0,25,15000,12.0,180000.0
PROJ_REAL_19.0,PROJ_REAL_19.0_25,management_and_organization_.1,60,64.0,0,Management and Organization .1,0.2316240532636469,0,0,0,0,25,15000,4.0,0.0
PROJ_REAL_20.0,PROJ_REAL_20.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5265262913820531,0,3,0,1,25,20000,12.0,240000.0
PROJ_REAL_21.0,PROJ_REAL_21.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.41684022096215423,0,6,0,0,25,15000,12.0,180000.0
PROJ_REAL_22.0,PROJ_REAL_22.0_25,management_and_organization_.1,60,76.0,1,Management and Organization .1,0.926912052223674,0,7,0,0,25,15000,16.0,240000.0
PROJ_REAL_23.0,PROJ_REAL_23.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.362636585328975,0,5,0,1,25,5000,8.0,0.0
PROJ_REAL_24.0,PROJ_REAL_24.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.6362576056485577,0,4,0,0,25,15000,12.0,180000.0
PROJ_REAL_25.0,PROJ_REAL_25.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5713358554256157,0,6,0,1,25,25000,12.0,300000.0
PROJ_REAL_26.0,PROJ_REAL_26.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5661775136274129,0,6,0,0,25,25000,12.0,300000.0
PROJ_REAL_27.0,PROJ_REAL_27.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.4955945771007229,0,0,0,1,25,15000,12.0,180000.0
PROJ_REAL_28.0,PROJ_REAL_28.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.519676886321816,0,4,0,0,25,15000,8.0,0.0
PROJ_REAL_29.0,PROJ_REAL_29.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.38805896739228707,0,2,0,1,25,10000,8.0,0.0
PROJ_REAL_30.0,PROJ_REAL_30.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.7790366043958362,0,2,0,0,25,15000,12.0,180000.0
PROJ_REAL_31.0,PROJ_REAL_31.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.473227102561558,0,0,0,1,25,20000,8.0,0.0
PROJ_REAL_32.0,PROJ_REAL_32.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.3885007352080908,0,2,0,0,25,5000,8.0,0.0
PROJ_REAL_33.0,PROJ_REAL_33.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.6990779368618412,0,5,0,1,25,15000,12.0,180000.0
PROJ_REAL_34.0,PROJ_REAL_34.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.5666182499090429,0,0,0,0,25,5000,8.0,0.0
PROJ_REAL_35.0,PROJ_REAL_35.0_25,management_and_organization_.1,60,76.0,1,Management and Organization .1,0.8733994161834819,0,0,0,0,25,20000,16.0,320000.0
PROJ_REAL_36.0,PROJ_REAL_36.0_25,management_and_organization_.1,60,76.0,1,Management and Organization .1,0.7964900515258921,0,7,0,0,25,20000,16.0,320000.0
PROJ_REAL_37.0,PROJ_REAL_37.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.24549902808287627,0,6,0,1,25,20000,8.0,0.0
PROJ_REAL_38.0,PROJ_REAL_38.0_25,management_and_organization_.1,60,76.0,1,Management and Organization .1,0.8560173824572702,0,5,0,1,25,15000,16.0,240000.0
PROJ_REAL_39.0,PROJ_REAL_39.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5732652706992859,0,1,0,0,25,5000,12.0,60000.0
PROJ_REAL_40.0,PROJ_REAL_40.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.36948586045654425,0,5,0,0,25,15000,8.0,0.0
PROJ_REAL_41.0,PROJ_REAL_41.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.6395915850454085,0,0,0,0,25,25000,12.0,300000.0
PROJ_REAL_42.0,PROJ_REAL_42.0_25,management_and_organization_.1,60,68.0,0,Management and Organization .1,0.37559860452847,0,1,0,0,25,5000,8.0,0.0
PROJ_REAL_43.0,PROJ_REAL_43.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.6480421053729477,0,6,0,1,25,15000,12.0,180000.0
PROJ_REAL_44.0,PROJ_REAL_44.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5646162731072525,0,6,0,1,25,10000,12.0,120000.0
PROJ_REAL_45.0,PROJ_REAL_45.0_25,management_and_organization_.1,60,72.0,1,Management and Organization .1,0.5128929869990309,0,6,0,0,25,15000,12.0,180000.0
